ID,nExpediente,EMPRESA,AUTÓNOMO,Nº TRABAJADORES,Tipo actividad,Fecha Entrada,Fecha Salida,Base modelo 190,Base modelo 180,importe neto,aprovisionamientos,otros ingresos explotación,ingresos financiero,gastos financieros,deterioro ingresos financieros,inspección HACIENDA,nº socios,pagos gestoria,ha pagado a la gestoría,solicita aplazamientos pago,certificado electrónico,reuniones anuales,envia documentacion por correo,se realiza la declaracion de la renta
823,2300823,0,1,0.0,restauracion,2004-02-14,,0,1146,38324,14139.705885016709,,27,5.77319300819226,0.0,0.0,,72.6,Sí,0,1,,sí,sí
824,2310824,1,0,1.0,construccion,2003-06-15,,1150,1010,144155,53461.25126036532,,38,18.82671317444904,0.0,0.0,1.0,460.0,Sí,0,1,,sí,sí
825,2310825,1,0,24.0,construccion,2008-02-10,,35784,1043,848583,262671.5172972424,,48,88.27796186347919,0.0,1.0,1.0,460.0,Sí,0,1,,sí,sí
826,2300826,0,1,0.0,ingenieria,2017-01-27,,0,783,1087807,360959.5935136282,,53,120.9065214164187,33.64785930339593,0.0,,72.6,Sí,0,0,,sí,sí
827,2310827,1,0,4.0,construccion,2008-12-06,,5668,510,109979,38239.910656420354,,26,13.773705347965636,0.0,0.0,1.0,460.0,Sí,1,1,,sí,sí
828,2300828,0,1,2.0,componentes electronicos,2011-06-10,,3576,1188,76418,31631.70060993182,,38,11.579986808134878,0.0,1.0,,142.45,Sí,0,1,,sí,sí
829,2300829,0,1,3.0,fontaneria,2015-03-25,,4782,717,466879,154967.11662939558,,62,52.52347783463591,0.0,0.0,,162.5,Sí,0,1,,sí,sí
830,2310830,1,0,11.0,construccion,2014-10-24,,13750,1113,128068,44029.05143193177,,27,15.695518571151242,0.0,0.0,1.0,460.0,Sí,0,1,,sí,sí
831,2300831,0,1,0.0,restauracion,2014-11-16,,0,835,37565,15757.297607288603,,43,6.310182741578572,0.0,1.0,,72.6,Sí,0,1,,sí,sí
832,2310832,1,0,5.0,construccion,2001-04-13,,7895,1038,513433,150228.48172470566,,58,50.95039962271811,0.0,0.0,2.0,460.0,No,0,1,,sí,sí
833,2300833,0,1,0.0,fontaneria,2005-02-26,,0,710,40987,11495.925842747358,,25,4.89554092795267,0.0,1.0,,72.6,Sí,0,1,1.0,sí,sí
834,2300834,0,1,2.0,restauracion,2017-05-27,,2982,532,78112,24144.75382291427,,38,9.094555222597696,0.0,0.0,,142.45,Sí,1,0,,sí,sí
835,2300835,0,1,0.0,fontaneria,2002-04-28,,0,537,43993,12843.740297638253,,22,5.342973067237829,0.0,1.0,,72.6,No,0,1,,sí,sí
836,2300836,0,1,2.0,restauracion,2013-12-08,,3128,1094,63837,25849.29551267332,,39,9.660409618936963,0.0,0.0,,142.45,Sí,1,0,,sí,sí
837,2300837,0,1,0.0,educacion,2010-12-22,,0,577,12227,4279.759621125981,,31,2.5,0.0,0.0,,72.6,Sí,0,0,,sí,sí
838,2310838,1,0,11.0,construccion,2007-10-09,,16544,739,127483,49867.919162468665,,40,17.633839584252918,0.0,0.0,1.0,460.0,Sí,0,1,,sí,sí
839,2310839,1,0,14.0,construccion,2003-12-02,,23100,668,160960,65711.26019626885,,23,22.8933320510787,0.0,0.0,1.0,460.0,Sí,1,1,,sí,sí
840,2300840,0,1,0.0,fontaneria,2017-02-10,,0,733,44345,18346.217070997365,,38,7.169622829849452,0.0,0.0,,72.6,Sí,0,1,1.0,sí,sí
841,2300841,0,1,1.0,restauracion,2003-01-28,,1244,628,586989,190026.8351279321,,61,64.1622051042626,0.0,1.0,,121.0,Sí,0,1,,no,sí
842,2310842,1,0,25.0,construccion,2005-07-25,,30275,666,148892,46810.09340078484,,34,16.61873730726909,0.0,0.0,1.0,460.0,Sí,0,1,1.0,sí,sí
843,2310843,1,0,6.0,construccion,2015-06-09,,7704,820,162428,59054.60776577706,,28,20.683532158634456,0.0,1.0,2.0,460.0,Sí,1,1,,sí,sí
844,2300844,0,1,1.0,fontaneria,2021-01-11,,1351,1015,75843,27162.74352320585,,41,10.096433176229931,0.0,,,121.0,No,0,0,,sí,sí
845,2300845,0,1,1.0,restauracion,2015-07-16,,1227,633,62650,25432.094288739827,,26,9.521911893630955,0.0,0.0,,121.0,Sí,0,1,1.0,sí,sí
846,2300846,0,1,0.0,comercio alimentacion,2016-09-29,,0,774,56223,19238.58851791342,,25,7.465862170570103,0.0,1.0,,72.6,Sí,0,0,1.0,sí,sí
847,2300847,0,1,0.0,fontaneria,2015-11-13,,0,1076,52272,21890.037556713178,,28,8.346060117202,0.0,1.0,,72.6,Sí,0,0,,sí,sí
848,2300848,0,1,0.0,restauracion,2015-01-24,,0,1129,30207,11617.458297577432,,26,4.9358858923948254,0.0,0.0,,72.6,Sí,1,1,0.0,no,sí
849,2300849,0,1,0.0,construccion,2009-09-15,,0,794,45299,18195.91862272426,,40,7.119728457520941,0.0,0.0,,72.6,Sí,0,0,,sí,sí
850,2300850,0,1,3.0,restauracion,2006-04-22,,5088,608,66679,24241.355474316668,,41,9.12662394198901,0.0,0.0,,162.5,Sí,0,0,,sí,sí
851,2300851,0,1,1.0,comercio alimentacion,2019-01-12,,1205,669,71318,27319.221418154404,,28,10.14837893110265,0.0,0.0,,121.0,Sí,0,0,,sí,sí
852,2300852,0,1,1.0,fontaneria,2018-08-25,,1664,1029,684792,275156.18798644625,,56,92.42248108455657,0.0,0.0,,121.0,Sí,0,1,,sí,sí
853,2310853,1,0,12.0,construccion,,,16224,1184,151394,59158.67250015559,,25,20.718078387574327,0.0,0.0,1.0,460.0,Sí,0,1,1.0,sí,sí
854,2300854,0,1,0.0,restauracion,2019-11-10,,0,1158,38170,13608.99583651478,,36,5.597013912115886,0.0,1.0,,72.6,Sí,0,0,,no,sí
855,2300855,0,1,0.0,educacion,2016-04-03,,0,947,52948,21636.84078183311,,41,8.262006726741914,0.0,0.0,,72.6,No,0,1,,sí,sí
856,2300856,0,1,2.0,fontaneria,2005-12-19,,2636,890,75167,23196.79494089664,,39,8.77986259632678,0.0,0.0,,142.45,Sí,1,1,,no,sí
857,2310857,1,0,18.0,construccion,2013-10-06,,26640,1200,130488,40947.36223715173,,25,14.672494382599996,0.0,0.0,1.0,460.0,Sí,0,1,,sí,sí
858,2300858,0,1,3.0,restauracion,2020-02-28,,3957,923,74768,27662.459384991544,,25,10.26232317411662,0.0,1.0,,162.5,Sí,0,0,,sí,sí
859,2310859,1,0,10.0,construccion,2010-09-15,,12880,884,154072,61815.344427429976,,23,21.600010169419942,0.0,0.0,2.0,460.0,Sí,0,1,1.0,sí,sí
860,2300860,0,1,0.0,construccion,2002-09-01,,0,793,34271,10274.932870007651,,43,4.490209544346685,0.0,0.0,,72.6,Sí,0,1,,sí,sí
861,2300861,0,1,0.0,ingenieria,2001-04-09,,0,1048,55960,20251.52597226793,,41,7.802125645501144,0.0,0.0,,72.6,Sí,0,0,0.0,sí,sí
862,2300862,0,1,3.0,educacion,2009-07-27,,4905,635,364379,145876.90564731558,,48,49.5058128055168,0.0,1.0,,162.5,Sí,1,0,,sí,sí
863,2310863,1,0,19.0,construccion,2015-09-19,,21432,1057,153337,52581.98300487689,,43,18.53482368244136,0.0,0.0,1.0,460.0,Sí,0,1,1.0,sí,sí
864,2300864,0,1,0.0,construccion,2020-04-18,,0,1011,34638,11362.929169808096,,29,4.851390202550456,0.0,0.0,,72.6,Sí,0,0,1.0,sí,sí
865,2300865,0,1,0.0,restauracion,2020-08-18,,0,1144,30117,12139.287602594246,,32,5.109116860083373,0.0,0.0,,72.6,Sí,0,0,,sí,sí
866,2300866,0,1,0.0,peluqueria,2018-07-15,,0,1050,54020,22191.510865381468,,32,8.44613980320429,0.0,0.0,,72.6,Sí,0,1,,sí,sí
867,2310867,1,0,6.0,construccion,2021-04-19,,6816,1174,132503,49155.41696373491,,39,17.39731119425978,0.0,0.0,1.0,460.0,Sí,0,1,0.0,sí,sí
868,2310868,1,0,6.0,construccion,2002-03-08,,6744,912,117729,47508.26197417725,,40,16.850507383069264,0.0,0.0,1.0,460.0,Sí,1,1,,sí,sí
869,2300869,0,1,3.0,limpieza,2007-06-29,,4296,764,74501,24242.18006998781,,38,9.126897681897232,0.0,0.0,,162.5,Sí,0,1,1.0,no,sí
870,2300870,0,1,0.0,restauracion,2018-09-06,,0,550,254366,91806.72702929388,,44,31.556208835324547,0.0,0.0,,72.6,Sí,0,0,,sí,sí
871,2300871,0,1,3.0,zapateria,2019-11-15,,4323,908,75939,29079.75911667974,,26,10.732822246638335,0.0,1.0,,162.5,Sí,0,0,,sí,sí
872,2310872,1,0,3.0,construccion,2016-08-25,,5025,900,120618,40292.06534840603,,24,14.454956361892146,0.0,0.0,4.0,460.0,No,0,1,1.0,sí,sí
873,2300873,0,1,0.0,restauracion,2007-11-25,,0,585,39655,13940.862922819484,,35,5.707183379318749,0.0,0.0,,72.6,Sí,0,1,,sí,sí
874,2300874,0,1,0.0,construccion,2011-07-14,,0,766,53878,22627.36138923456,,23,8.590828511348418,0.0,1.0,,72.6,Sí,0,0,1.0,sí,sí
875,2300875,0,1,0.0,construccion,2018-04-11,,0,660,48667,15446.573428667029,,24,6.207032056806067,0.0,0.0,,72.6,Sí,0,1,,sí,sí
876,2300876,0,1,0.0,restauracion,2004-11-13,,0,892,44118,13655.82852767724,,24,5.612560897176969,0.0,0.0,,72.6,Sí,0,0,,sí,sí
877,2300877,0,1,0.0,restauracion,2010-11-27,,0,687,389870,119006.11815585916,,63,40.58555387228516,0.0,0.0,,72.6,Sí,0,1,,no,sí
878,2300878,0,1,1.0,construccion,2011-06-08,,1726,985,72575,22708.0579513776,,42,8.617617239798092,0.0,1.0,,121.0,Sí,1,0,,sí,sí
879,2300879,0,1,1.0,educacion,2022-11-30,,1339,954,302903,95963.0230211728,,56,32.93596878700072,0.0,0.0,,121.0,Sí,0,1,1.0,sí,sí
880,2300880,0,1,0.0,fontaneria,2006-09-26,,0,974,50035,17017.230593385888,,29,6.728440988683572,0.0,0.0,,72.6,Sí,0,1,,sí,sí
881,2300881,0,1,3.0,fontaneria,2003-08-02,,3834,606,64988,25084.05188032973,,43,9.406372726654524,0.0,0.0,,162.5,Sí,0,1,,sí,sí
882,2310882,1,0,17.0,construccion,2008-08-13,,20859,545,139204,49430.19751256084,,35,17.488529720926408,0.0,,1.0,460.0,Sí,0,1,,sí,sí
883,2300883,0,1,0.0,restauracion,2011-12-14,,0,1160,255361,101919.42011943388,,61,34.91330586513928,0.0,1.0,,72.6,Sí,0,0,0.0,sí,sí
884,2300884,0,1,1.0,fontaneria,2016-07-05,,1260,968,65544,18384.91991419719,,41,7.18247096029239,0.0,1.0,,121.0,Sí,0,1,,sí,sí
885,2300885,0,1,1.0,fontaneria,2006-10-16,,1573,662,72803,29967.10283470404,,34,11.027392539007694,0.0,1.0,,121.0,Sí,0,1,1.0,sí,sí
886,2300886,0,1,0.0,construccion,2011-04-06,,0,760,41040,12470.928286442337,,39,5.219211168769324,0.0,1.0,,72.6,Sí,0,0,0.0,no,sí
887,2300887,0,1,0.0,fontaneria,2014-04-14,,0,1060,57399,19276.079781340875,,22,7.478308094516814,0.0,0.0,,72.6,Sí,0,1,,sí,sí
888,2300888,0,1,0.0,fontaneria,2022-12-10,,0,1036,892362,354403.7385744722,,45,118.73018313066618,0.0,1.0,,72.6,Sí,0,1,,sí,sí
889,2310889,1,0,13.0,construccion,2004-03-03,,22035,1115,180122,66707.58074833314,,26,23.22407923546024,0.0,0.0,1.0,460.0,No,0,1,1.0,sí,sí
890,2300890,0,1,3.0,limpieza,2013-07-06,,4296,705,63390,18785.128461685552,,32,7.315327649811586,0.0,0.0,,162.5,Sí,0,1,,sí,sí
891,2300891,0,1,0.0,restauracion,2022-03-12,,0,728,41586,16964.1426310228,,32,6.710817449713344,0.0,0.0,,72.6,Sí,0,1,,sí,sí
892,2300892,0,1,2.0,restauracion,2013-08-19,,3050,981,847782,338409.7981031337,,44,113.4206963725131,0.0,0.0,,142.45,Sí,0,0,,sí,sí
893,2300893,0,1,0.0,restauracion,2009-02-23,,0,704,36326,12306.132629296628,,24,5.164504177644512,0.0,0.0,,72.6,Sí,0,0,,no,sí
894,2300894,0,1,1.0,restauracion,2019-02-20,,1629,1028,69834,23126.912424541493,,23,8.756663792012173,0.0,1.0,,121.0,Sí,1,1,,sí,sí
895,2300895,0,1,0.0,restauracion,2013-07-12,,0,557,41494,15875.653128402551,,35,6.349473063637413,0.0,0.0,,72.6,Sí,0,0,,sí,sí
896,2300896,0,1,1.0,restauracion,2014-05-01,,1104,1017,76854,27625.096649219267,,41,10.249919917321538,0.0,1.0,,121.0,Sí,0,1,1.0,sí,sí
897,2300897,0,1,1.0,limpieza,2001-07-11,,1232,879,77125,21784.32307273364,,37,8.310966223121287,0.0,0.0,,121.0,Sí,0,1,1.0,no,sí
898,2300898,0,1,0.0,restauracion,2008-08-17,,0,508,40081,11445.824033122097,,39,4.8789086980627605,0.0,0.0,,72.6,Sí,0,1,0.0,no,sí
899,2300899,0,1,1.0,restauracion,2016-11-27,,1114,533,70151,27489.24520380711,,26,10.204821496967629,0.0,0.0,,121.0,Sí,0,0,,sí,sí
900,2300900,0,1,0.0,restauracion,2008-06-21,,0,810,992413,334666.22890209104,,51,112.17794877464723,0.0,0.0,,72.6,Sí,0,1,,sí,sí
901,2300901,0,1,2.0,fontaneria,2022-06-02,,2812,820,65936,19672.54807489936,,43,7.609923137004224,0.0,0.0,,142.45,Sí,0,1,,sí,sí
902,2300902,0,1,0.0,construccion,2002-03-20,,0,916,52869,21413.03383262672,,28,8.187709836908953,0.0,0.0,,72.6,Sí,0,0,,sí,sí
903,2310903,1,0,12.0,construccion,2019-03-07,,13296,979,870961,332268.5993561248,,53,111.38201094131112,0.0,0.0,2.0,460.0,Sí,0,1,0.0,sí,sí
904,2310904,1,0,9.0,construccion,2009-08-29,,15246,990,152860,50801.36692694977,,37,17.943714974487207,0.0,0.0,1.0,460.0,Sí,0,1,,sí,sí
905,2300905,0,1,1.0,limpieza,2019-06-10,,1680,655,74383,22231.267719766085,,40,8.459337832312826,0.0,0.0,,121.0,Sí,1,1,,sí,sí
906,2300906,0,1,0.0,educacion,2020-07-27,,0,587,50912,14613.595979392636,,43,5.930509661046997,0.0,0.0,,72.6,Sí,1,0,,sí,sí
907,2310907,1,0,12.0,construccion,2017-03-22,,17544,545,127895,47276.51155733898,,32,16.773573511044148,0.0,0.0,1.0,460.0,Sí,0,1,0.0,sí,no
908,2300908,0,1,0.0,construccion,2010-08-28,,0,1160,103744,38137.92807859231,,40,13.73985032971603,0.0,0.0,,72.6,Sí,1,1,,sí,sí
909,2310909,1,0,6.0,construccion,2011-01-10,,6810,1147,952570,365638.7780866911,,46,122.45986398225809,0.0,,2.0,460.0,Sí,0,1,,sí,sí
910,2310910,1,0,11.0,construccion,2017-09-26,,12606,973,584310,216598.01475964696,,61,72.98300362204581,0.0,0.0,5.0,460.0,Sí,0,1,0.0,sí,sí
911,2300911,0,1,0.0,zapateria,2006-05-13,,0,693,31609,10839.873313992235,,25,4.677752058454232,0.0,0.0,,72.6,Sí,0,1,,sí,sí
912,2310912,1,0,10.0,construccion,2012-04-06,,15510,1111,660085,195472.3804721037,10882.0,63,65.9699554174274,0.0,0.0,4.0,460.0,Sí,0,1,1.0,sí,sí
913,2300913,0,1,0.0,empresa de telefonia,2014-02-03,,0,818,32713,10859.538599871772,,38,4.684280316775549,0.0,1.0,,72.6,Sí,0,0,,sí,sí
914,2310914,1,0,2.0,construccion,2012-06-27,,3486,594,134264,49031.28819134938,,34,17.356104333794853,0.0,0.0,1.0,460.0,Sí,0,1,1.0,sí,no
915,2300915,0,1,0.0,limpieza,2016-06-05,,0,918,47094,16648.003184849946,,25,6.605869065905577,0.0,1.0,,72.6,Sí,0,1,,no,sí
916,2300916,0,1,0.0,restauracion,2013-07-18,,0,720,56587,18158.73355682582,,35,7.107384181553263,0.0,0.0,,72.6,Sí,0,1,,sí,sí
917,2300917,0,1,0.0,construccion,2017-04-26,,0,726,32644,10217.770858569234,,24,4.471233548822283,0.0,1.0,,72.6,Sí,0,1,,sí,sí
918,2300918,0,1,1.0,construccion,2003-10-04,,1795,843,73056,23573.521821114235,,42,8.904924108562621,0.0,0.0,,121.0,Sí,0,0,,sí,sí
919,2300919,0,1,0.0,fontaneria,2018-11-17,,0,825,36998,10699.024736675272,,25,4.630994746989352,0.0,1.0,,72.6,Sí,0,1,,sí,sí
920,2300920,0,1,3.0,construccion,2010-01-29,,5325,845,78043,29351.2280045753,,39,10.822941405710798,0.0,0.0,,162.5,No,0,0,,sí,sí
921,2300921,0,1,0.0,restauracion,2005-09-18,,0,649,21719,7151.257352886762,,34,3.453247213228777,0.0,1.0,,72.6,Sí,0,0,,sí,sí
922,2300922,0,1,0.0,restauracion,2009-08-10,,0,1199,109484,35311.71466818775,,28,12.801636091320669,0.0,0.0,,72.6,Sí,0,0,,no,sí
923,2300923,0,1,0.0,restauracion,2014-03-01,,0,1146,193273,68644.2194850654,,32,23.86698257416109,0.0,0.0,,72.6,Sí,0,1,0.0,sí,sí
924,2300924,0,1,0.0,zapateria,2012-07-22,,0,522,35456,12991.160866897231,,32,5.391912073967447,0.0,0.0,,72.6,Sí,0,0,1.0,sí,sí
925,2300925,0,1,2.0,restauracion,2012-07-28,,3366,1035,72057,20275.677876518428,,27,7.810143320446979,0.0,0.0,,142.45,Sí,0,0,1.0,sí,sí
926,2300926,0,1,0.0,fontaneria,2015-03-28,,0,585,32047,12100.520439576792,,32,5.096247377477683,0.0,0.0,,72.6,Sí,0,0,,sí,sí
927,2300927,0,1,0.0,fontaneria,2003-03-09,,0,576,961514,362789.4125285607,,52,121.51396395673645,0.0,0.0,,72.6,Sí,0,0,,sí,sí
928,2310928,1,0,3.0,construccion,2007-03-17,,3873,1162,529848,181070.35537462847,,59,61.18893465005215,0.0,0.0,1.0,460.0,Sí,0,1,,sí,sí
929,2300929,0,1,2.0,fontaneria,2005-07-09,,2958,560,72524,26203.49514855283,,26,9.77799279237787,0.0,1.0,,142.45,No,0,0,1.0,sí,sí
930,2310930,1,0,11.0,construccion,2018-09-27,,13332,685,568211,199182.8703753668,,63,67.20172172560767,0.0,0.0,1.0,460.0,Sí,1,1,,sí,sí
931,2300931,0,1,0.0,zapateria,2019-07-10,,0,541,59240,16710.49460158311,,27,6.626614256888221,0.0,1.0,,72.6,Sí,0,1,,sí,sí
932,2310932,1,0,26.0,construccion,2007-10-04,,28730,1081,612942,181574.4963224238,,47,61.356293637748685,0.0,0.0,1.0,460.0,Sí,0,1,1.0,sí,sí
933,2300933,0,1,0.0,construccion,2013-11-01,,0,1179,52985,19375.903539942417,,29,7.511446452471425,0.0,1.0,,72.6,No,0,1,,sí,sí
934,2310934,1,0,6.0,construccion,2012-09-03,,8376,958,156423,49950.69719677811,,37,17.661319296198798,0.0,0.0,1.0,460.0,Sí,0,1,0.0,sí,sí
935,2300935,0,1,1.0,restauracion,2010-02-02,,1536,945,315984,89465.3318965443,,59,30.77893906398736,0.0,1.0,,121.0,Sí,1,0,,sí,sí
936,2300936,0,1,2.0,fontaneria,2001-02-23,,3098,846,73877,29885.058322094243,,32,11.000156333267062,0.0,1.0,,142.45,Sí,0,1,,sí,sí
937,2310937,1,0,18.0,construccion,2004-05-12,,26802,910,191091,78010.11309327812,,41,26.976165591328712,0.0,0.0,1.0,460.0,Sí,1,1,1.0,sí,sí
938,2310938,1,0,12.0,construccion,2002-06-11,,15984,674,107177,38672.85072945367,,35,13.917427877692662,0.0,0.0,1.0,460.0,Sí,0,1,,sí,sí
939,2300939,0,1,3.0,construccion,2006-05-10,,5058,1128,79429,27375.97341706117,,29,10.167218815322189,0.0,0.0,,162.5,Sí,0,0,,sí,sí
940,2300940,0,1,0.0,fontaneria,2010-08-09,,0,644,39669,11887.432316307086,,27,5.025508801774737,0.0,0.0,,72.6,Sí,0,1,,sí,sí
941,2310941,1,0,13.0,construccion,2002-02-04,,18694,1141,147392,60469.20701565894,,29,21.15313475586812,0.0,0.0,1.0,460.0,Sí,0,1,,sí,sí
942,2310942,1,0,3.0,construccion,2013-03-26,,3441,711,316460,119302.8005384152,,62,40.68404312103417,0.0,0.0,1.0,460.0,Sí,0,1,0.0,sí,sí
943,2310943,1,0,11.0,construccion,2017-11-21,,16984,834,203236,67667.94598640011,,29,23.542890382947288,0.0,0.0,3.0,460.0,Sí,1,1,1.0,sí,sí
944,2300944,0,1,1.0,fontaneria,2017-05-19,,1419,1021,64869,20485.40041071308,,22,7.879764626102596,0.0,1.0,,121.0,Sí,0,1,,sí,sí
945,2300945,0,1,0.0,construccion,2016-04-12,,0,992,44169,14685.559110921562,,34,5.95439916436313,0.0,1.0,,72.6,Sí,0,0,,sí,sí
946,2300946,0,1,3.0,construccion,2015-05-10,,4650,819,79801,32693.946223250205,,29,11.932619045820584,0.0,0.0,,162.5,Sí,0,1,,sí,sí
947,2300947,0,1,1.0,fontaneria,2007-04-11,,1397,944,61705,19147.920138752423,,42,7.435763111529512,0.0,1.0,,121.0,Sí,0,1,,no,sí
948,2300948,0,1,0.0,construccion,2008-08-11,,0,663,38123,11874.624612600444,,30,5.021257045720335,0.0,1.0,,72.6,Sí,0,1,0.0,sí,sí
949,2300949,0,1,1.0,fontaneria,2018-05-18,,1196,855,663276,224602.36904077115,,59,75.64019827269203,0.0,0.0,,121.0,Sí,0,0,0.0,sí,sí
950,2300950,0,1,0.0,fontaneria,2017-09-28,,0,636,56953,18954.45931173046,,42,7.371540182781268,0.0,0.0,,72.6,Sí,0,0,,sí,sí
951,2310951,1,0,26.0,construccion,2001-05-01,,46800,1068,1038753,355390.761869506,,48,119.05784391722229,53.47852831517071,0.0,1.0,460.0,Sí,0,1,,sí,sí
952,2300952,0,1,0.0,empresa de telefonia,2002-08-04,,0,871,52291,19057.385892993767,,32,7.405708580572844,0.0,1.0,,72.6,No,1,0,,no,sí
953,2310953,1,0,24.0,construccion,2019-01-04,,39552,860,549215,222489.5816457733,,60,74.93881910245962,0.0,0.0,1.0,460.0,Sí,0,1,,sí,sí
954,2310954,1,0,9.0,construccion,2017-07-05,,15831,673,839659,345453.07227391424,,64,115.7588425604907,0.0,0.0,2.0,460.0,Sí,0,1,0.0,sí,sí
955,2310955,1,0,18.0,construccion,2012-05-07,,24210,689,185794,76485.44289405133,,30,26.47002289010684,0.0,0.0,2.0,460.0,Sí,0,1,1.0,sí,sí
956,2300956,0,1,0.0,construccion,2012-09-21,,0,800,1028170,288685.68026668543,,60,96.91384831423912,58.19267373083729,0.0,,72.6,Sí,1,1,,sí,sí
957,2300957,0,1,0.0,restauracion,2017-03-10,,0,1026,42208,16878.38246801195,,36,6.682347764541067,0.0,1.0,,72.6,Sí,0,1,1.0,sí,sí
958,2300958,0,1,1.0,restauracion,2001-10-04,,1668,996,69985,25297.119360013785,,22,9.477104449334297,0.0,0.0,,121.0,Sí,0,1,0.0,sí,sí
959,2300959,0,1,0.0,componentes electronicos,2004-07-08,,0,641,58026,19506.45006214088,,42,7.554783804650381,0.0,0.0,,72.6,No,1,1,,sí,sí
960,2300960,0,1,0.0,comercio alimentacion,2005-09-26,,0,1070,596796,220712.018959342,,59,74.34872402474522,0.0,1.0,,72.6,Sí,0,1,,sí,sí
961,2310961,1,0,11.0,construccion,2010-06-25,,14971,863,185840,66850.88057779058,,34,23.27165028577853,0.0,0.0,1.0,460.0,No,0,1,,sí,sí
962,2300962,0,1,0.0,restauracion,2009-11-10,,0,752,1013572,312868.7773622251,,63,104.94187830659736,14.19082777204858,1.0,,72.6,Sí,0,1,1.0,sí,sí
963,2310963,1,0,12.0,construccion,2001-05-22,,16680,1084,105185,30699.32436771089,,24,11.27046712969417,0.0,0.0,1.0,460.0,Sí,1,1,,sí,sí
964,2300964,0,1,1.0,restauracion,2017-01-16,,1705,551,74370,22825.12286087036,,35,8.656479119264882,0.0,0.0,,121.0,Sí,0,1,1.0,sí,sí
965,2300965,0,1,2.0,construccion,2004-12-14,,2740,1122,173066,53969.70711508023,,24,18.99550457595213,0.0,0.0,,142.45,Sí,1,1,,sí,sí
966,2300966,0,1,0.0,construccion,2015-02-10,,0,657,56865,20619.4596505476,,39,7.924268090398025,0.0,1.0,,72.6,Sí,0,1,,sí,sí
967,2300967,0,1,0.0,restauracion,2015-04-17,,0,723,891872,285013.115560011,,57,95.69467198220944,0.0,0.0,,72.6,Sí,0,0,,sí,sí
968,2300968,0,1,0.0,fontaneria,2004-06-04,,0,594,590861,208970.8122139348,,60,70.45101152223897,0.0,0.0,,72.6,Sí,0,1,,sí,sí
969,2310969,1,0,20.0,construccion,2010-04-10,,29820,764,129684,44507.31595819495,,27,15.854287398235426,0.0,0.0,1.0,460.0,Sí,0,1,,sí,sí
970,2300970,0,1,1.0,comercio alimentacion,2019-05-15,,1449,1119,224311,79749.68073467401,,29,27.553647505398263,0.0,0.0,,121.0,Sí,1,1,,sí,sí
971,2300971,0,1,0.0,fontaneria,2009-03-05,,0,950,803356,245857.9039844132,,45,82.69636942219502,0.0,0.0,,72.6,No,0,0,,sí,sí
972,2310972,1,0,12.0,construccion,2015-11-27,,15192,556,1071757,428437.78418692487,,61,143.30716499052923,39.623113877782735,0.0,1.0,460.0,Sí,0,1,0.0,sí,no
973,2300973,0,1,1.0,ingenieria,2013-10-03,,1192,835,68084,26077.661073505937,,24,9.736219824897892,0.0,0.0,,121.0,Sí,0,1,,sí,sí
974,2300974,0,1,0.0,restauracion,2006-07-21,,0,940,868804,252651.1085821756,,64,84.95150035267953,0.0,0.0,,72.6,Sí,0,0,,sí,sí
975,2300975,0,1,0.0,informatica,2006-07-15,,0,1182,44243,17903.188353357546,,23,7.022551186435157,0.0,0.0,,72.6,Sí,0,1,,no,sí
976,2310976,1,0,10.0,construccion,2003-04-05,,13150,602,198814,65285.463646009135,,26,22.75198094693257,0.0,0.0,2.0,460.0,Sí,0,1,,sí,sí
977,2300977,0,1,0.0,restauracion,2021-07-06,,0,857,893167,371405.6827361573,,65,124.3742955087942,0.0,1.0,,72.6,Sí,0,1,0.0,no,sí
978,2310978,1,0,12.0,construccion,2008-06-17,,14508,716,116194,44988.83071834233,,30,16.014135201060455,0.0,1.0,1.0,460.0,Sí,1,1,,sí,sí
979,2300979,0,1,1.0,construccion,2011-08-23,,1780,761,79829,28470.494170939623,,40,10.53056538771036,0.0,0.0,,121.0,Sí,1,1,,sí,sí
980,2300980,0,1,2.0,restauracion,2019-05-03,,3068,1196,401576,158856.8188578327,,45,53.81473701570231,0.0,0.0,,142.45,Sí,1,0,,sí,sí
981,2300981,0,1,0.0,educacion,2017-12-14,,0,726,60443,24542.674877817164,,25,9.226652536301176,0.0,0.0,,72.6,No,0,1,1.0,no,sí
982,2300982,0,1,,fontaneria,2019-10-03,,0,895,682159,211697.49768853583,,60,71.35618560657336,0.0,0.0,,72.6,Sí,0,0,,sí,sí
983,2300983,0,1,2.0,fontaneria,2018-02-12,,2452,1171,71558,25242.42872414433,,25,9.458948873010614,0.0,1.0,,142.45,Sí,0,1,0.0,sí,sí
984,2300984,0,1,0.0,restauracion,2006-03-07,,0,742,818155,285446.9711467028,,49,95.8386984337658,0.0,0.0,,72.6,Sí,0,1,,sí,sí
985,2300985,0,1,1.0,educacion,2011-08-09,,1158,1088,53187,20825.460970969383,,23,7.992654069756994,0.0,0.0,,121.0,Sí,0,1,,sí,sí
986,2300986,0,1,1.0,restauracion,2018-12-14,,1203,686,63757,26396.123782247192,,25,9.841939459034164,0.0,1.0,,121.0,Sí,0,1,,sí,sí
987,2300987,0,1,3.0,limpieza,2013-09-22,,3519,948,74670,26159.38699045151,,29,9.763350266867338,0.0,0.0,,162.5,Sí,0,0,,no,sí
